415495 particles, 3457 voids.
Void# FileVoid# CoreParticle CoreDens ZoneVol Zone#Part Void#Zones VoidVol Void#Part VoidDensContrast VoidProb
556 1995 293687 1.944540e-01 1.508457e+02 144 1 1.508457e+02 144 1.489645 7.31e-02
557 2042 298311 1.476135e-01 2.469587e+02 231 2 3.572237e+02 307 1.488967 7.34e-02
558 1724 268121 2.007457e-01 1.618943e+02 176 1 1.618943e+02 176 1.488950 7.34e-02
559 515 136801 3.274064e-01 3.742066e+01 39 1 3.742066e+01 39 1.487846 7.39e-02
560 1891 284177 1.667673e-01 1.907627e+02 193 1 1.907627e+02 193 1.487550 7.40e-02
561 182 81038 1.344573e-01 4.022873e+02 387 1 4.022873e+02 387 1.487522 7.40e-02
562 1795 273598 2.080610e-01 9.830404e+01 81 1 9.830404e+01 81 1.487230 7.42e-02
563 2988 379599 2.135799e-01 1.684010e+02 192 1 1.684010e+02 192 1.486989 7.43e-02
564 1111 206618 1.515477e-01 3.900572e+02 373 1 3.900572e+02 373 1.486351 7.45e-02
565 2313 323167 2.807779e-01 7.291692e+01 96 1 7.291692e+01 96 1.486115 7.46e-02
566 867 179958 2.331943e-01 1.743388e+02 177 1 1.743388e+02 177 1.485959 7.47e-02
567 1949 290002 1.687480e-01 2.579209e+02 245 1 2.579209e+02 245 1.485819 7.48e-02
568 2041 298289 3.395421e-01 3.887531e+01 50 1 3.887531e+01 50 1.484309 7.54e-02
569 438 127394 2.434127e-01 9.682006e+01 107 1 9.682006e+01 107 1.483848 7.56e-02
570 1743 269636 2.139451e-01 8.737854e+01 101 1 8.737854e+01 101 1.483294 7.59e-02
571 2921 374796 2.880847e-01 4.006461e+01 47 1 4.006461e+01 47 1.483284 7.59e-02
572 1578 254073 4.079176e-01 2.763899e+01 40 1 2.763899e+01 40 1.482546 7.62e-02
573 1268 222741 2.477458e-01 6.563594e+01 80 1 6.563594e+01 80 1.481464 7.67e-02
574 2968 378447 1.886027e-01 8.871976e+01 73 1 8.871976e+01 73 1.481038 7.68e-02
575 1564 252591 3.441813e-01 4.698492e+01 65 1 4.698492e+01 65 1.480930 7.69e-02
576 316 107492 3.739381e-01 4.027296e+01 55 1 4.027296e+01 55 1.480860 7.69e-02
577 2345 325222 2.797676e-01 6.971061e+01 98 1 6.971061e+01 98 1.479558 7.75e-02
578 2587 345163 4.287654e-01 4.225618e+01 64 1 4.225618e+01 64 1.479475 7.75e-02
579 2539 341597 1.858332e-01 1.118864e+02 128 1 1.118864e+02 128 1.479323 7.76e-02
580 1066 202096 1.476837e-01 1.793845e+02 143 1 1.793845e+02 143 1.478351 7.80e-02
581 1756 271045 1.955214e-01 9.744967e+01 102 1 9.744967e+01 102 1.478160 7.81e-02
582 2878 370752 1.370534e-01 3.583676e+02 354 2 6.943267e+02 674 1.477634 7.84e-02
583 1862 280882 1.792935e-01 2.834734e+02 299 1 2.834734e+02 299 1.476888 7.87e-02
584 111 62812 1.860475e-01 1.563163e+02 126 1 1.563163e+02 126 1.476768 7.87e-02
585 1526 248962 1.793205e-01 3.898926e+02 447 1 3.898926e+02 447 1.475994 7.91e-02
586 618 151155 1.934526e-01 1.344462e+02 149 1 1.344462e+02 149 1.475902 7.91e-02
587 1103 206081 3.955825e-01 2.160379e+01 31 1 2.160379e+01 31 1.475259 7.94e-02
588 2407 330887 2.004096e-01 2.087503e+02 199 1 2.087503e+02 199 1.474776 7.96e-02
589 1097 205763 1.815099e-01 3.326215e+02 330 1 3.326215e+02 330 1.474633 7.97e-02
590 1762 271384 2.355226e-01 1.535609e+02 194 1 1.535609e+02 194 1.474590 7.97e-02
591 123 66381 1.925109e-01 1.513655e+02 188 1 1.513655e+02 188 1.474361 7.98e-02
592 290 101536 1.830968e-01 9.985629e+01 87 1 9.985629e+01 87 1.473957 8.00e-02
593 2167 310083 1.342085e-01 2.370415e+02 232 1 2.370415e+02 232 1.473870 8.01e-02
594 2666 351986 2.384107e-01 1.340980e+02 165 1 1.340980e+02 165 1.472991 8.05e-02
595 163 76240 1.893481e-01 3.178747e+02 265 1 3.178747e+02 265 1.472392 8.07e-02
596 1243 220505 1.541182e-01 2.588918e+02 245 1 2.588918e+02 245 1.472131 8.09e-02
597 784 170359 2.143898e-01 2.055093e+02 210 1 2.055093e+02 210 1.472037 8.09e-02
598 3405 411477 2.526473e-01 6.388031e+01 79 1 6.388031e+01 79 1.470969 8.14e-02
599 3444 414547 1.455174e-01 3.801549e+02 325 2 6.803374e+02 659 1.470194 8.17e-02
600 1580 254455 1.398289e-01 3.979645e+02 361 1 3.979645e+02 361 1.470032 8.18e-02
601 2904 373012 2.039198e-01 9.354301e+01 102 1 9.354301e+01 102 1.468689 8.25e-02
602 620 151592 1.713493e-01 1.640797e+02 174 1 1.640797e+02 174 1.468361 8.26e-02
603 1616 257646 1.398302e-01 3.633496e+02 372 1 3.633496e+02 372 1.468156 8.27e-02
604 213 85577 2.566752e-01 1.133739e+02 106 1 1.133739e+02 106 1.467765 8.29e-02
605 3175 393280 1.682149e-01 1.563480e+02 159 1 1.563480e+02 159 1.467056 8.32e-02
606 1122 207597 1.597936e-01 1.821502e+02 192 1 1.821502e+02 192 1.466857 8.33e-02
607 800 172718 1.464583e-01 1.654323e+02 128 1 1.654323e+02 128 1.466713 8.34e-02
608 1270 222822 2.363022e-01 1.008156e+02 93 1 1.008156e+02 93 1.466669 8.34e-02
609 1607 256808 1.780430e-01 1.543124e+02 130 1 1.543124e+02 130 1.466472 8.35e-02
610 3182 394060 1.739607e-01 1.139952e+02 104 1 1.139952e+02 104 1.466163 8.36e-02
611 770 169231 2.584157e-01 1.222519e+02 130 1 1.222519e+02 130 1.465342 8.40e-02
612 2433 333132 1.744331e-01 1.539939e+02 188 1 1.539939e+02 188 1.465107 8.41e-02
613 2305 322274 1.663341e-01 2.753650e+02 285 1 2.753650e+02 285 1.464694 8.43e-02
614 1049 200220 3.630252e-01 3.613441e+01 37 1 3.613441e+01 37 1.464166 8.46e-02
615 3015 381552 1.393531e-01 4.992467e+02 392 2 7.798514e+02 583 1.463492 8.49e-02
616 1385 234427 1.790621e-01 5.521026e+02 557 1 5.521026e+02 557 1.463299 8.50e-02
617 2651 350470 1.643296e-01 1.125388e+02 98 1 1.125388e+02 98 1.463217 8.51e-02
618 1787 272639 1.995356e-01 1.188835e+02 98 1 1.188835e+02 98 1.463179 8.51e-02
619 495 134683 1.618465e-01 1.588941e+02 124 1 1.588941e+02 124 1.462916 8.52e-02
620 3310 403640 1.474222e-01 3.157242e+02 279 1 3.157242e+02 279 1.462757 8.53e-02
621 561 143998 2.315289e-01 1.096714e+02 119 1 1.096714e+02 119 1.462587 8.54e-02
622 2044 298343 1.495617e-01 2.262479e+02 202 1 2.262479e+02 202 1.462223 8.55e-02
623 2495 338123 2.365638e-01 9.862401e+01 116 1 9.862401e+01 116 1.461734 8.58e-02
624 2973 378750 1.602094e-01 3.127422e+02 259 1 3.127422e+02 259 1.461537 8.59e-02
625 1989 293317 2.786587e-01 1.605143e+02 207 1 1.605143e+02 207 1.461305 8.60e-02
626 2896 372274 1.580122e-01 1.744401e+02 166 1 1.744401e+02 166 1.461225 8.60e-02
627 2622 347899 2.101913e-01 1.618805e+02 167 1 1.618805e+02 167 1.461010 8.61e-02
628 27 29888 1.612339e-01 2.539630e+02 260 1 2.539630e+02 260 1.459208 8.70e-02
629 524 138244 1.635088e-01 1.673918e+02 169 1 1.673918e+02 169 1.458809 8.72e-02
630 3337 405336 1.709085e-01 1.478446e+02 147 1 1.478446e+02 147 1.457715 8.78e-02
631 930 186252 1.583080e-01 2.955323e+02 322 1 2.955323e+02 322 1.457516 8.79e-02
632 2947 377027 1.732213e-01 5.084473e+01 51 1 5.084473e+01 51 1.457390 8.79e-02
633 1905 285272 1.565997e-01 3.362352e+02 324 2 5.073366e+02 452 1.457226 8.80e-02
634 324 108337 1.561823e-01 1.876044e+02 144 4 5.955656e+02 458 1.456778 8.82e-02
635 1020 196724 2.195008e-01 1.191129e+02 138 1 1.191129e+02 138 1.456601 8.83e-02
636 966 190159 1.724282e-01 3.442003e+02 286 1 3.442003e+02 286 1.455297 8.90e-02
637 1324 229548 2.090948e-01 9.302138e+01 93 1 9.302138e+01 93 1.455266 8.90e-02
638 669 157327 1.469351e-01 1.274915e+02 91 3 4.792273e+02 370 1.454564 8.93e-02
639 1266 222465 1.376704e-01 3.066382e+02 313 1 3.066382e+02 313 1.454301 8.95e-02
640 2011 295332 2.408008e-01 1.576602e+02 192 1 1.576602e+02 192 1.454250 8.95e-02
641 2195 312297 2.649786e-01 8.023675e+01 88 1 8.023675e+01 88 1.454113 8.96e-02
642 1452 241217 1.615925e-01 2.319187e+02 271 2 4.945411e+02 521 1.453780 8.97e-02
643 67 47407 1.401087e-01 5.195337e+02 457 1 5.195337e+02 457 1.453587 8.98e-02
644 991 193354 2.531207e-01 7.461636e+01 93 1 7.461636e+01 93 1.453544 8.99e-02
645 2646 350046 1.413832e-01 2.553480e+02 221 1 2.553480e+02 221 1.453491 8.99e-02
646 1369 233171 2.392905e-01 9.325760e+01 90 1 9.325760e+01 90 1.452544 9.04e-02
647 333 109577 2.061627e-01 1.845648e+02 203 1 1.845648e+02 203 1.452336 9.05e-02
648 2494 338028 1.815174e-01 2.194184e+02 208 1 2.194184e+02 208 1.451952 9.07e-02
649 670 157340 2.374094e-01 8.436041e+01 101 1 8.436041e+01 101 1.451889 9.07e-02
650 2591 345515 2.221847e-01 8.162292e+01 86 1 8.162292e+01 86 1.451293 9.10e-02
651 2338 324977 1.825543e-01 1.474312e+02 130 1 1.474312e+02 130 1.450832 9.12e-02
652 1327 229800 1.379832e-01 2.770490e+02 275 1 2.770490e+02 275 1.450768 9.13e-02
653 1366 232845 2.154031e-01 8.392306e+01 75 1 8.392306e+01 75 1.450700 9.13e-02
654 2737 359058 1.506086e-01 1.627071e+02 125 1 1.627071e+02 125 1.450617 9.14e-02
655 2816 365168 1.426755e-01 2.741472e+02 271 1 2.741472e+02 271 1.450438 9.14e-02
656 2567 343872 1.983304e-01 1.965319e+02 208 1 1.965319e+02 208 1.449992 9.17e-02
657 3023 382470 2.366514e-01 9.533246e+01 118 1 9.533246e+01 118 1.449900 9.17e-02
658 836 176760 2.173889e-01 1.157566e+02 115 1 1.157566e+02 115 1.449448 9.20e-02
659 953 189081 1.608498e-01 1.605183e+02 153 1 1.605183e+02 153 1.449090 9.21e-02
660 2932 375924 1.976970e-01 1.345473e+02 166 1 1.345473e+02 166 1.448090 9.27e-02
661 3029 382796 2.291599e-01 1.053176e+02 123 1 1.053176e+02 123 1.447592 9.29e-02
662 870 180335 1.702189e-01 2.975769e+02 275 1 2.975769e+02 275 1.446680 9.34e-02
663 1431 238340 2.068359e-01 1.100967e+02 118 1 1.100967e+02 118 1.446571 9.35e-02
664 3291 402371 1.508839e-01 4.910776e+02 446 1 4.910776e+02 446 1.446335 9.36e-02
665 2043 298313 1.815993e-01 1.098705e+02 88 1 1.098705e+02 88 1.446108 9.37e-02
666 1828 277379 2.196914e-01 1.823289e+02 216 1 1.823289e+02 216 1.445986 9.38e-02
667 1285 224515 1.648524e-01 1.505904e+02 123 1 1.505904e+02 123 1.445897 9.38e-02
668 2205 313297 1.786001e-01 1.379738e+02 113 1 1.379738e+02 113 1.445819 9.39e-02
669 2230 316731 2.453789e-01 5.434486e+01 64 1 5.434486e+01 64 1.444430 9.46e-02
670 3031 382990 3.251981e-01 1.948133e+01 28 1 1.948133e+01 28 1.444213 9.47e-02
671 63 45872 1.419877e-01 3.693340e+02 282 1 3.693340e+02 282 1.443632 9.50e-02
672 2868 370174 2.078335e-01 2.068075e+02 186 1 2.068075e+02 186 1.443410 9.51e-02
673 2354 325970 3.240489e-01 3.488734e+01 58 1 3.488734e+01 58 1.443177 9.53e-02
674 1230 219449 1.991121e-01 1.688017e+02 190 1 1.688017e+02 190 1.443057 9.53e-02
675 2730 358683 2.443848e-01 1.713542e+02 236 1 1.713542e+02 236 1.442640 9.56e-02
676 2793 362869 2.351363e-01 1.287140e+02 125 1 1.287140e+02 125 1.442508 9.56e-02
677 2718 357936 1.529730e-01 4.053950e+02 415 2 4.924735e+02 479 1.442078 9.59e-02
678 1822 276641 2.169305e-01 2.510561e+02 217 1 2.510561e+02 217 1.442021 9.59e-02
679 1213 218068 1.716565e-01 1.682310e+02 126 3 4.210822e+02 333 1.441419 9.62e-02
680 1885 283503 1.444940e-01 1.756369e+02 139 1 1.756369e+02 139 1.441300 9.63e-02
681 1211 217802 1.843060e-01 3.072996e+02 329 1 3.072996e+02 329 1.440706 9.66e-02
682 934 186777 3.498629e-01 2.657832e+01 28 1 2.657832e+01 28 1.440324 9.68e-02
683 539 140362 1.743099e-01 3.497389e+02 334 1 3.497389e+02 334 1.440112 9.69e-02
684 3213 397131 2.203033e-01 6.237120e+01 46 1 6.237120e+01 46 1.439154 9.75e-02
685 276 99850 2.615414e-01 1.068455e+02 154 1 1.068455e+02 154 1.438961 9.76e-02
686 2096 303505 2.683013e-01 3.880127e+01 41 1 3.880127e+01 41 1.438451 9.78e-02
687 3235 398684 2.558900e-01 6.260284e+01 88 1 6.260284e+01 88 1.437997 9.81e-02
688 938 187073 2.009701e-01 1.458838e+02 124 1 1.458838e+02 124 1.437534 9.83e-02
689 3055 384578 3.493167e-01 2.791503e+01 33 1 2.791503e+01 33 1.437255 9.85e-02
690 543 141108 1.709211e-01 2.475653e+02 210 1 2.475653e+02 210 1.436825 9.87e-02
691 2447 334082 1.821740e-01 7.671166e+01 68 1 7.671166e+01 68 1.436595 9.89e-02
692 1602 256397 4.860349e-01 2.593035e+01 48 1 2.593035e+01 48 1.436463 9.89e-02
693 2535 341158 2.442594e-01 1.119697e+02 161 1 1.119697e+02 161 1.436111 9.91e-02
694 293 101712 1.400562e-01 2.498245e+02 243 1 2.498245e+02 243 1.435220 9.96e-02
695 2945 376696 2.470871e-01 6.615451e+01 74 1 6.615451e+01 74 1.435009 9.98e-02
696 2356 326228 1.479183e-01 2.391963e+02 198 1 2.391963e+02 198 1.434738 9.99e-02
697 3384 410328 1.963887e-01 9.821394e+01 97 1 9.821394e+01 97 1.433801 1.00e-01
698 1728 268516 1.395465e-01 2.562740e+02 237 1 2.562740e+02 237 1.433272 1.01e-01
699 1462 242439 3.333640e-01 2.482770e+01 29 1 2.482770e+01 29 1.433083 1.01e-01
700 975 191114 4.186087e-01 3.788422e+01 57 1 3.788422e+01 57 1.432879 1.01e-01
701 1881 282765 2.030918e-01 1.677665e+02 156 1 1.677665e+02 156 1.432778 1.01e-01
702 671 157396 2.157434e-01 1.325538e+02 158 1 1.325538e+02 158 1.432633 1.01e-01
703 825 175627 1.630283e-01 2.599771e+02 243 1 2.599771e+02 243 1.432243 1.01e-01
704 1871 281677 1.921207e-01 1.778349e+02 172 1 1.778349e+02 172 1.431896 1.02e-01
705 1650 261151 2.092828e-01 2.502465e+02 293 1 2.502465e+02 293 1.431052 1.02e-01
706 2972 378716 1.973138e-01 5.918275e+01 34 1 5.918275e+01 34 1.431030 1.02e-01
707 2812 364562 2.553440e-01 1.157395e+02 112 1 1.157395e+02 112 1.430945 1.02e-01
708 3303 403081 1.603184e-01 1.683615e+02 154 1 1.683615e+02 154 1.430310 1.02e-01
709 91 54919 1.635557e-01 3.456722e+02 332 1 3.456722e+02 332 1.430018 1.03e-01
710 474 132377 1.520411e-01 3.545409e+02 314 1 3.545409e+02 314 1.429250 1.03e-01
711 90 54777 1.590839e-01 3.987854e+02 359 1 3.987854e+02 359 1.428946 1.03e-01
712 234 91184 2.237535e-01 1.386800e+02 126 1 1.386800e+02 126 1.428155 1.04e-01
713 1557 252126 2.257447e-01 2.072104e+02 229 1 2.072104e+02 229 1.427773 1.04e-01
714 3342 405858 2.907373e-01 3.002507e+01 26 1 3.002507e+01 26 1.427117 1.04e-01
715 748 166048 1.518209e-01 2.095126e+02 160 1 2.095126e+02 160 1.426986 1.04e-01
716 3265 400875 2.491807e-01 1.105993e+02 129 1 1.105993e+02 129 1.426666 1.05e-01
717 3090 386868 1.653540e-01 2.006605e+02 206 1 2.006605e+02 206 1.426168 1.05e-01
718 1359 232316 2.124073e-01 1.911465e+02 195 1 1.911465e+02 195 1.426105 1.05e-01
719 2001 294167 2.588041e-01 6.270763e+01 79 1 6.270763e+01 79 1.425528 1.05e-01
720 3322 404199 1.369834e-01 3.292285e+02 300 1 3.292285e+02 300 1.425398 1.05e-01
721 1983 292959 1.935972e-01 2.920595e+02 294 1 2.920595e+02 294 1.424903 1.06e-01
722 457 130890 1.621347e-01 1.386337e+02 112 1 1.386337e+02 112 1.424052 1.06e-01
723 3425 412860 3.523216e-01 3.835679e+01 57 1 3.835679e+01 57 1.423778 1.06e-01
724 2559 343197 1.692116e-01 2.363459e+02 201 1 2.363459e+02 201 1.423633 1.06e-01
725 3118 389183 2.066952e-01 2.366387e+02 250 1 2.366387e+02 250 1.423467 1.06e-01
726 1037 199028 1.904027e-01 1.725144e+02 185 1 1.725144e+02 185 1.423333 1.07e-01
727 3345 406065 2.766406e-01 3.640234e+01 39 1 3.640234e+01 39 1.422799 1.07e-01
728 2482 337028 2.172859e-01 1.382442e+02 143 1 1.382442e+02 143 1.421714 1.07e-01
729 1138 209271 1.653924e-01 1.765856e+02 167 2 2.756916e+02 287 1.421095 1.08e-01
730 2326 323937 2.134496e-01 6.148970e+01 55 1 6.148970e+01 55 1.421065 1.08e-01
731 853 178429 1.982947e-01 1.466486e+02 140 1 1.466486e+02 140 1.420914 1.08e-01
732 2600 346122 1.745646e-01 2.063503e+02 178 2 3.960500e+02 359 1.420890 1.08e-01
733 3009 381070 1.633271e-01 1.930146e+02 193 2 3.089755e+02 290 1.420737 1.08e-01
734 532 139294 2.256644e-01 1.270346e+02 130 1 1.270346e+02 130 1.420323 1.08e-01
735 927 186060 2.668679e-01 6.650141e+01 98 1 6.650141e+01 98 1.420201 1.08e-01
736 2366 326968 2.520592e-01 4.726543e+01 44 1 4.726543e+01 44 1.420044 1.08e-01
737 216 85988 1.810274e-01 3.013537e+02 315 1 3.013537e+02 315 1.419897 1.09e-01
738 2118 304901 2.591418e-01 1.603258e+02 179 1 1.603258e+02 179 1.419321 1.09e-01
739 2516 339528 1.529111e-01 2.622416e+02 207 1 2.622416e+02 207 1.419034 1.09e-01
740 263 97041 2.002997e-01 1.675433e+02 181 1 1.675433e+02 181 1.418953 1.09e-01
741 2599 346071 2.738777e-01 5.943901e+01 57 1 5.943901e+01 57 1.417193 1.10e-01
742 1294 226162 1.484205e-01 2.203790e+02 195 1 2.203790e+02 195 1.416971 1.10e-01
743 2774 361726 1.556231e-01 2.514475e+02 223 1 2.514475e+02 223 1.416782 1.10e-01
744 868 180019 1.488488e-01 2.728992e+02 206 1 2.728992e+02 206 1.416328 1.11e-01
745 2568 344005 1.579105e-01 1.787024e+02 183 1 1.787024e+02 183 1.416067 1.11e-01
746 2578 344677 1.942628e-01 1.340500e+02 116 1 1.340500e+02 116 1.415959 1.11e-01
747 1258 221915 2.896776e-01 4.195318e+01 52 1 4.195318e+01 52 1.415560 1.11e-01
748 693 159756 2.791953e-01 6.176509e+01 66 1 6.176509e+01 66 1.415542 1.11e-01
749 1667 262435 1.498852e-01 3.347656e+02 271 1 3.347656e+02 271 1.415098 1.12e-01
750 3402 411156 1.425251e-01 4.211785e+02 325 1 4.211785e+02 325 1.414997 1.12e-01
751 2632 348424 2.554884e-01 8.584522e+01 86 1 8.584522e+01 86 1.414735 1.12e-01
752 1352 231949 2.069192e-01 2.675781e+02 248 1 2.675781e+02 248 1.414243 1.12e-01
753 367 115260 1.952569e-01 8.265533e+01 92 1 8.265533e+01 92 1.413404 1.13e-01
754 634 153797 3.316388e-01 3.166465e+01 40 1 3.166465e+01 40 1.413052 1.13e-01
755 3226 398140 2.703032e-01 8.985476e+01 89 1 8.985476e+01 89 1.411790 1.14e-01
756 3114 388938 2.171223e-01 1.023694e+02 108 1 1.023694e+02 108 1.411385 1.14e-01
757 1034 198525 1.990130e-01 1.762341e+02 208 1 1.762341e+02 208 1.409273 1.15e-01
758 201 83847 4.372507e-01 2.731710e+01 37 1 2.731710e+01 37 1.408641 1.16e-01
759 1177 214620 2.004271e-01 2.528679e+02 289 1 2.528679e+02 289 1.408472 1.16e-01
760 1702 265676 1.916696e-01 1.825618e+02 159 1 1.825618e+02 159 1.407795 1.16e-01
761 585 147798 1.073273e-01 3.474218e+02 374 1 3.474218e+02 374 1.407562 1.16e-01
762 3424 412818 2.163703e-01 1.478498e+02 144 1 1.478498e+02 144 1.407255 1.17e-01
763 1048 200168 2.609656e-01 9.515115e+01 110 1 9.515115e+01 110 1.407049 1.17e-01
764 1729 268548 2.161196e-01 1.136874e+02 120 1 1.136874e+02 120 1.406538 1.17e-01
765 208 84881 4.264184e-01 2.507990e+01 41 1 2.507990e+01 41 1.406402 1.17e-01
766 2307 322519 1.672262e-01 1.885563e+02 221 1 1.885563e+02 221 1.406248 1.17e-01
767 906 183963 2.754465e-01 6.570852e+01 75 1 6.570852e+01 75 1.405612 1.18e-01
768 1349 231544 2.284824e-01 8.123889e+01 78 1 8.123889e+01 78 1.404544 1.18e-01
769 812 174318 2.639467e-01 5.121264e+01 55 1 5.121264e+01 55 1.404285 1.18e-01
770 2240 317830 1.796666e-01 2.137349e+02 198 1 2.137349e+02 198 1.403952 1.19e-01
771 3120 389201 1.677705e-01 3.506286e+02 423 1 3.506286e+02 423 1.402733 1.19e-01
772 1771 271918 2.668962e-01 4.078657e+01 43 1 4.078657e+01 43 1.401853 1.20e-01
773 98 56070 1.477327e-01 4.154582e+02 380 1 4.154582e+02 380 1.401149 1.21e-01
774 2557 342807 1.862801e-01 1.146992e+02 138 1 1.146992e+02 138 1.400972 1.21e-01
775 451 129952 1.861934e-01 1.274832e+02 101 1 1.274832e+02 101 1.400901 1.21e-01
776 2025 296559 2.596331e-01 2.682366e+01 24 1 2.682366e+01 24 1.400868 1.21e-01
777 2243 317934 1.669923e-01 1.162976e+02 116 1 1.162976e+02 116 1.400589 1.21e-01
778 1791 272999 1.919944e-01 1.016999e+02 98 1 1.016999e+02 98 1.400354 1.21e-01
779 2235 317111 2.602264e-01 5.961032e+01 88 1 5.961032e+01 88 1.400206 1.21e-01
780 173 80040 1.683813e-01 1.596620e+02 145 1 1.596620e+02 145 1.400138 1.21e-01
781 895 183218 1.712380e-01 4.021014e+02 424 1 4.021014e+02 424 1.399864 1.21e-01
782 72 48100 2.818946e-01 8.474431e+01 90 1 8.474431e+01 90 1.399338 1.22e-01
783 1955 290688 1.441231e-01 2.227978e+02 223 1 2.227978e+02 223 1.399308 1.22e-01
784 49 39848 2.682780e-01 4.588281e+01 39 1 4.588281e+01 39 1.399247 1.22e-01
785 1682 263969 1.203720e-01 5.929320e+02 515 1 5.929320e+02 515 1.398899 1.22e-01
786 3176 393453 1.828109e-01 2.369890e+02 233 1 2.369890e+02 233 1.398798 1.22e-01
787 331 109355 1.595012e-01 1.314376e+02 120 1 1.314376e+02 120 1.398412 1.22e-01
788 3443 414408 1.983913e-01 1.677141e+02 170 1 1.677141e+02 170 1.398010 1.23e-01
789 519 137327 2.240200e-01 2.112474e+02 265 1 2.112474e+02 265 1.397875 1.23e-01
790 1629 259115 2.521762e-01 1.447668e+02 151 1 1.447668e+02 151 1.397407 1.23e-01
791 2061 299789 1.872672e-01 2.132081e+02 260 1 2.132081e+02 260 1.397073 1.23e-01
792 405 122495 2.674205e-01 9.960303e+01 125 1 9.960303e+01 125 1.396933 1.23e-01
793 2269 319938 3.539056e-01 8.192781e+01 112 1 8.192781e+01 112 1.396912 1.23e-01
794 285 100925 2.218738e-01 1.584330e+02 184 1 1.584330e+02 184 1.396298 1.24e-01
795 225 89388 2.484371e-01 9.036137e+01 89 1 9.036137e+01 89 1.396208 1.24e-01
796 1658 261663 3.128912e-01 4.437071e+01 47 1 4.437071e+01 47 1.396197 1.24e-01
797 2111 304691 1.652921e-01 1.646264e+02 140 1 1.646264e+02 140 1.396086 1.24e-01
798 615 150856 1.973967e-01 1.902077e+02 217 1 1.902077e+02 217 1.395480 1.24e-01
799 1291 225484 1.365549e-01 2.409471e+02 194 1 2.409471e+02 194 1.395140 1.25e-01
800 3011 381246 1.715130e-01 4.645039e+02 427 1 4.645039e+02 427 1.395128 1.25e-01
801 339 111501 1.875556e-01 1.636652e+02 150 1 1.636652e+02 150 1.395100 1.25e-01
802 1922 286888 1.539845e-01 1.206313e+02 108 1 1.206313e+02 108 1.395025 1.25e-01
803 537 139972 1.562761e-01 1.484060e+02 125 1 1.484060e+02 125 1.394882 1.25e-01
804 3037 383446 3.239482e-01 2.720631e+01 37 1 2.720631e+01 37 1.393932 1.25e-01
805 3103 387919 2.166630e-01 6.515973e+01 65 1 6.515973e+01 65 1.393444 1.26e-01
806 2821 365617 1.832519e-01 8.915313e+01 81 1 8.915313e+01 81 1.393085 1.26e-01
807 2869 370191 3.219947e-01 3.541971e+01 35 1 3.541971e+01 35 1.392558 1.26e-01
808 2436 333348 2.142277e-01 1.569810e+02 193 1 1.569810e+02 193 1.392059 1.27e-01
809 1671 263154 1.998011e-01 1.164127e+02 103 1 1.164127e+02 103 1.391855 1.27e-01
810 2132 306703 2.641804e-01 1.132876e+02 116 1 1.132876e+02 116 1.391760 1.27e-01
811 2798 363352 3.717086e-01 2.799639e+01 31 1 2.799639e+01 31 1.391120 1.27e-01
812 887 181916 2.166664e-01 8.882935e+01 96 1 8.882935e+01 96 1.389396 1.29e-01
813 2984 379128 2.083221e-01 1.812245e+02 167 1 1.812245e+02 167 1.389155 1.29e-01
814 1696 265321 1.462041e-01 1.256916e+02 97 1 1.256916e+02 97 1.388860 1.29e-01
815 851 178002 1.907595e-01 1.135414e+02 127 1 1.135414e+02 127 1.388427 1.29e-01
816 1297 226794 1.838250e-01 2.862510e+02 285 1 2.862510e+02 285 1.387433 1.30e-01
817 2510 338857 1.503967e-01 1.854489e+02 156 1 1.854489e+02 156 1.387431 1.30e-01
818 169 77708 1.036565e-01 2.321023e+02 232 1 2.321023e+02 232 1.387315 1.30e-01
819 554 143386 1.599999e-01 9.854504e+01 66 1 9.854504e+01 66 1.387021 1.30e-01
820 2094 303438 3.286295e-01 3.772861e+01 54 1 3.772861e+01 54 1.386734 1.31e-01
821 974 191108 2.712083e-01 9.287542e+01 118 1 9.287542e+01 118 1.386651 1.31e-01
822 1311 228240 3.194535e-01 2.331011e+01 22 1 2.331011e+01 22 1.386394 1.31e-01
823 1894 284588 2.708440e-01 1.944320e+02 226 1 1.944320e+02 226 1.385881 1.31e-01
824 2241 317902 2.171933e-01 1.636508e+02 152 1 1.636508e+02 152 1.385758 1.31e-01
825 3094 387288 1.907836e-01 2.158005e+02 287 1 2.158005e+02 287 1.385688 1.31e-01
826 1726 268308 1.966717e-01 1.696920e+02 230 1 1.696920e+02 230 1.385591 1.31e-01
827 745 165819 2.093847e-01 7.610474e+01 74 1 7.610474e+01 74 1.385299 1.32e-01
828 3125 389545 4.176419e-01 2.108437e+01 24 1 2.108437e+01 24 1.384668 1.32e-01
829 419 124592 3.600848e-01 4.054175e+01 51 1 4.054175e+01 51 1.384142 1.32e-01
830 1875 282088 1.898972e-01 2.212288e+02 192 1 2.212288e+02 192 1.382400 1.34e-01
831 176 80257 1.677978e-01 1.916950e+02 169 1 1.916950e+02 169 1.382301 1.34e-01
832 598 148963 2.190608e-01 1.790510e+02 216 1 1.790510e+02 216 1.382177 1.34e-01
833 364 114764 1.947368e-01 2.053237e+02 224 1 2.053237e+02 224 1.381722 1.34e-01
834 1933 287930 4.291751e-01 1.637259e+01 29 1 1.637259e+01 29 1.381098 1.35e-01
835 1646 260800 2.119164e-01 8.558994e+01 71 1 8.558994e+01 71 1.380876 1.35e-01
